end_of_period,loan_number,region,country_code,country,borrower,guarantor_country_code,guarantor,loan_type,loan_status,interest_rate,currency_of_commitment,project_id,project_name_,original_principal_amount,cancelled_amount,undisbursed_amount,disbursed_amount,repaid_to_ibrd,due_to_ibrd,exchange_adjustment,borrowers_obligation,sold_3rd_party,repaid_3rd_party,due_3rd_party,loans_held,first_repayment_date,last_repayment_date,agreement_signing_date,board_approval_date,effective_date_most_recent,closed_date_most_recent,last_disbursement_date
31-Dec-2023,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Nov-2023,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Oct-2023,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Sep-2023,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Aug-2023,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Jul-2023,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Jun-2023,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-May-2023,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Apr-2023,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Mar-2023,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
28-Feb-2023,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Jan-2023,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Dec-2022,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Nov-2022,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Oct-2022,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Sep-2022,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Aug-2022,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Jul-2022,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Jun-2022,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-May-2022,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Apr-2022,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Mar-2022,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
28-Feb-2022,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Jan-2022,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Dec-2021,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Nov-2021,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Oct-2021,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Sep-2021,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Aug-2021,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Jul-2021,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Jun-2021,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-May-2021,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Apr-2021,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Mar-2021,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
28-Feb-2021,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Jan-2021,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Dec-2020,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Nov-2020,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Oct-2020,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Sep-2020,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Aug-2020,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Jul-2020,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Jun-2020,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-May-2020,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Apr-2020,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Mar-2020,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
29-Feb-2020,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Jan-2020,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Dec-2019,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Nov-2019,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Oct-2019,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Sep-2019,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Aug-2019,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Jul-2019,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Jun-2019,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-May-2019,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Apr-2019,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Mar-2019,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
28-Feb-2019,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Jan-2019,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,,P006578,,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Dec-2018,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,,P006578,POWER,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Nov-2018,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,,P006578,,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Oct-2018,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,,P006578,,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Sep-2018,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,,P006578,,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Aug-2018,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,,P006578,,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Jul-2018,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,,P006578,,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Jun-2018,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,,P006578,,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-May-2018,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,,P006578,,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
30-Apr-2018,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,,P006578,,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Mar-2018,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,,P006578,,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
28-Feb-2018,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,,P006578,,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
31-Jan-2018,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,,P006578,,13500000.0,0.0,0,13500000.0,12167000.0,0,0.0,0.0,1333000.0,1333000.0,0,0,01-Jul-1953,01-Jul-1968,25-Mar-1948,25-Mar-1948,07-Apr-1949,31-Dec-1954,
